title,price,area,location,scraped_date,published_date,description,bedrooms,bathrooms
"Bán đất phân lô LK28-10 khu dịch vụ 2 Đồng Mai-Hà Đông - sát đường 18,5m - đi vài bước ra KĐT 226ha","7,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
Chính chủ bán nhà phân lô - lô góc - 6 tầng nhà mới - thang máy - gara,12 tỷ,38 m²,"Vạn Phúc, Hà Đông",,,,,
"BÁN NHÀ 6 TỶ MẶT NGÕ Ô TÔ LÙI CỬA 5 TẦNG XÂY MỚI, FULL NỘI THẤT - NGÔ QUYỀN - CẦU AM VẠN PHÚC","6,35 tỷ",20 m²,"Vạn Phúc, Hà Đông",,,,,
"Bán nhà Quang Trung, Hà Đông, phân lô, ô tô vào nhà, nhà đẹp, 45m2, 5 tầng thang máy giá 11.5 tỷ","11,5 tỷ",45 m²,"Quang Trung, Hà Đông",,,,,
"Bán Căn hộ 3PN + 2WC 85m2 tại Samsora Premier 6,3 tỷ tầng trung giá đầu tư","6,3 tỷ",85 m²,"Quang Trung, Hà Đông",26/01/2026,,,,
Tôi muốn mua chuyển sang khu xây dựng nên bán lô A1.2 giá giảm về 123tr/m2 LH: 0868 318 ***,"12,55 tỷ",102 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
CĂN HỘ CAO CẤP 2PN 63M2 CHỈ VỚI 4.8 tỷ CẠNH AEON MALL- AN BÌNH HOMELAND - HÀ ĐÔNG .,Giá thỏa thuận,68 m²,"Dương Nội, Hà Đông",,,,,
"Bán gấp đất Văn Quán ngõ ô tô kinh doanh 92m2, MT 6m giá đầu tư",19 tỷ,92 m²,"Văn Quán, Hà Đông",26/01/2026,,,,
"Bán Căn hộ chung cư 2PN, 2WC tại An Bình Homeland, 6 tỷ, 65m2, đẹp, nhiều tiện ích",6 tỷ,65 m²,"Dương Nội, Hà Đông",,,,,
"Bán nhà 30m2 giá 2tỷ800 ô tô gần, từ đại học Đại Nam di chuyển 5 phút thiết kế đẹp không quy hoạch","2,8 tỷ",30 m²,"Phú Lương, Hà Đông",,,,,
Bán nhà 32m2 giá 2 tỷ 750tr ô tô gần nhà nhà đẹp không lỗi phong thủy thiết kế 3 ngủ gần chợ trường,"2,75 tỷ",32 m²,"Biên Giang, Hà Đông",,,,,
"Bán nhà ngay dịch vụ Ngô Thì Nhậm - Quang Trung, oto lùi cửa, 5 tầng,thang máy,full đồ,giá hơn 7 tỷ","7,9 tỷ",35 m²,"La Khê, Hà Đông",,,,,
Bán nhà 3 tầng dân xây ngay bưu điện Hà Đông gần Cầu Trắng - Văn Quán 150tr/m2 x MT 5m,"8,1 tỷ",54 m²,"Mỗ Lao, Hà Đông",,,,,
"HIẾM Nhà Chiến Thắng Văn Quán 56m2, 5 tầng, mặt tiền 5m chỉ 11 tỷ. Nhà đẹp dân xây ở ngay vuông đẹp",11 tỷ,56 m²,"Văn Quán, Hà Đông",,,,,
"Nhà lô góc Vườn Hoa Hà Đông ngõ ô tô vị trí cực hiếm, gọi ngay 0978 959 ***","7,78 tỷ",40 m²,"Văn Quán, Hà Đông",,,,,
"Bán CC 2PN + 1WC tại Văn Khê, Hà Đông, 4,35 tỷ, 68m2, giá ưu đãi, chính chủ","4,35 tỷ",68 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Bán gấp nhà Ngô Thì Nhậm Hà Đông, ô tô tránh nhau, kinh doanh, 50m2 5 tầng, chỉ 19.8 tỷ","19,8 tỷ",50 m²,"Hà Cầu, Hà Đông",,,,,
Bán nhà Hoàng Diệu Hà Đông 55m2 4 tầng mặt tiền 5m 13.2 tỷ 15m ra phố Gần ôtô tránh LHCC 0976 052 ***,"13,1 tỷ",55 m²,"Hà Cầu, Hà Đông",,,,,
"Bán gấp nhà khu phân lô 56m2 Chiến Thắng - Văn Quán - Hà Đông, hàng xóm Thanh Xuân - 10,9tỷ.","10,9 tỷ",56 m²,"Văn Quán, Hà Đông",,,,,
"Bán nhà 5tx32m Đồng Mai, gần trường C1, C2, gần Chợ - 200m QL6 - 1,5 km bến xe Yên Nghĩa giá 4,2 ty","4,2 tỷ",32 m²,"Đồng Mai, Hà Đông",,,,,
"Chính chủ bán CH (3N - 2VS). DT: 95m2. Giá 7,9 tỷ. Đc: Goldsilk Complex, Vạn Phúc. Full nội thất.","7,8 tỷ",95 m²,"Vạn Phúc, Hà Đông",,,,,
"Bán liền kề dịch vụ Văn Phú Hà Đông 50m2, 7 tầng thang máy, full nội thất cao cấp. Giá 21,85 tỷ","21,85 tỷ",·50 m²,"Phú La, Hà Đông",29/01/2026,,,,
"Bán đất phân lô LK28-10 khu dịch vụ 2 Đồng Mai-Hà Đông - sát đường 18,5m - đi vài bước ra KĐT 226ha","7,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
BÁN CĂN GÓC HƯỚNG MÁT 76m 2 NGỦ VIEW THÁNG ĐẸP TẠI THÁP THIÊN NIÊN KỶ - FULL NỘI THẤT CAO CẤP,7 tỷ,76 m²,"Quang Trung, Hà Đông",,,,,
"Hiếm - Chính chủ bán căn hộ Thiên Niên Kỷ, 61m2, 2 ngủ, 2WC, full đồ, tầng trung. Giá: 5,5 tỷ","5,5 tỷ",61 m²,"Quang Trung, Hà Đông",,,,,
"Chính chủ bán CH (2N - 2VS). DT: 65m2. Giá: 5,2 tỷ. Đc: Goldsilk Complex, Vạn Phúc. Full nội thất.","5,2 tỷ",65 m²,"Vạn Phúc, Hà Đông",,,,,
"Chính chủ bán CH: 2N-2VS. Dt: 75m. Giá: 6 tỷ. Đc: TTTM TSQ, Mỗ Lao, Hà Đông. Nội thất đầy đủ.",6 tỷ,75 m²,"Mỗ Lao, Hà Đông",,,,,
"Chính chủ bán CH: 2N - 2VS. DT: 60m2. Giá: 5,1 tỷ. Đc: Samsora Vạn Phúc, Hà Đông. Nội thất đầy đủ","5,1 tỷ",60 m²,"Quang Trung, Hà Đông",,,,,
Nhà đẹp như tranh cần tìm chủ gấp Bán căn 62m2 Xuân mai complex Lh xem : 0978 906 ***,Giá thỏa thuận,62 m²,"Yên Nghĩa, Hà Đông",26/01/2026,,,,
"CẦN TIỀN MUA VÀNG GIÁ NÀO CŨNG BÁN CĂN HỘ 2 NGỦ 1 WC TÒA XM COMPLEX, LH XEM NHÀ : 0978 906 ***",Giá thỏa thuận,"47,5 m²","Yên Nghĩa, Hà Đông",26/01/2026,,,,
"BÁN NHÀ VẠN PHÚC PHÂN LÔ Ô TÔ TRÁNH VIEW SÂN KHUÔN VIÊN 48m2 ,mt3,6 ,4tầng giá 9,2 tỷ.","9,2 tỷ",48 m²,"Vạn Phúc, Hà Đông",,,,,
"Cần tiền xử lý việc cuối năm - cần bán căn 80,6m2 - 6,85 tỷ - 2PN2VS - Hồ Gươm Plaza Hà Đông","6,85 tỷ","80,6 m²","Mỗ Lao, Hà Đông",,,,,
Bán Căn 2PN DT 111m2 Parc Regent thuộc Park City HN - Giá 121 tr/m2 - Slot ô tô định danh trọn đời,"13,43 tỷ",111 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Bán nhà mặt phố ngay Chợ Hà Đông, Phố Tô Hiệu - 40m2 x 7 tầng thang máy - MT:6.5m vỉa hè kinh doanh","18,99 tỷ",40 m²,"Hà Cầu, Hà Đông",,,,,
"Bán đất phân lô DV đường Lê Quang Đạo, KĐT Dương Nội, Hà Đông - 50m2 x 5m gần TTTM Aeon Mall giá rẻ",11 tỷ,50 m²,"Dương Nội, Hà Đông",,,,,
"Bán nhanh đất phân lô DV KĐT Dương Nội, Hà Đông - 50m2 x 5m gần TTTM Aeon Mall , đường Lê Quang Đạo",11 tỷ,50 m²,"Dương Nội, Hà Đông",,,,,
Suất ngoại giao từ tập đoàn - Căn 2PN góc tầng trung An Bình Homeland,"5,78 tỷ",68 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
BÁN NHÀ LÔ GÓC 3 MẶT THOÁNG KHU ĐÔ THỊ VẠN PHÚC (SIMCO SÔNG ĐÀ) HÀ ĐÔNG,"22,5 tỷ",53 m²,"Vạn Phúc, Hà Đông",26/01/2026,,,,
"BÁN NHÀ KHU DV VẠN PHÚC, 7 TẦNG, THANG MÁY, GIÁ ĐẦU TƯ",19 tỷ,50 m²,"Vạn Phúc, Hà Đông",26/01/2026,,,,
"Bán nhà lô góc ngay KĐT Ngô Thì Nhậm - DT:50m2 4 tầng, ô tô đỗ, đối diện trường THCS Trần Đăng Ninh",11 tỷ,50 m²,"Hà Cầu, Hà Đông",,,,,
"Bán chung cư An Lạc, Hà Đông căn góc 82m2, 3 ngủ, 2 vs chỉ 6,x tỷ","6,35 tỷ",82 m²,"Quang Trung, Hà Đông",,,,,
"Bán nhà gần trường ĐH Kiến Trúc Hà Nội, siêu đẹp về thiết kế 33m 5T phân lô ô tô tránh 0398 353 ***cc",8 tỷ,35 m²,"Văn Quán, Hà Đông",,,,,
Nhà đẹp phân lô vỉ hè ô tô tránh gần Chợ Hà Đông 50m 5T MT 4m dân xây hiện đại thang máy 0398 353 ***,12 tỷ,50 m²,"Hà Cầu, Hà Đông",,,,,
"Bán liền kề dịch vụ Văn Phú Hà Đông 50m2, 7 tầng thang máy, full nội thất cao cấp. Giá 21,85 tỷ","21,85 tỷ",·50 m²,"Phú La, Hà Đông",29/01/2026,,,,
"Bán đất phân lô LK28-10 khu dịch vụ 2 Đồng Mai-Hà Đông - sát đường 18,5m - đi vài bước ra KĐT 226ha","7,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
"Bán nhà mặt phố Ngô Quyền - Phan Đình Giót - La Khê 5 tầng - 30m2. Ngõ ô tô trước cửa, nhỉnh 8 tỷ",Giá thỏa thuận,30 m²,"La Khê, Hà Đông",,,,,
"Seasons Avenue - căn 2 phòng ngủ 81m2 tòa đẹp view cực thoáng, full đồ xịn giá chỉ 7.3x tỷ","7,3 tỷ",81 m²,"Mỗ Lao, Hà Đông",26/01/2026,,,,
"Bán nhà liền kề đường 25m, 4 tầng, 1 tum, giá chỉ 18 tỷ, duy nhất một nhà này bán ra ở Thanh Hà",18 tỷ,100 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Bán nhà liền kề 75m2 , vị trí gần chung cư kinh doanh tốt, giá rẻ",Giá thỏa thuận,75 m²,"Kiến Hưng, Hà Đông",,,,,
"LK hiếm KĐT Dương Nội - Hà Đông, view trường học, ôtô tránh, DT 55m2-5tầng-chỉ 15.3tỷ LH 0962 797 ***","15,3 tỷ",55 m²,"Dương Nội, Hà Đông",,,,,
"Chính Chủ Bán A1.2 Liền Kề Thanh Hà - Mường Thanh, Góc Vườn Hoa, Giá Đầu Tư.",12 tỷ,102 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Bán nhà phân lô vỉa hè KĐT Hàng Bè, Kiến Hưng - 50m2 x 4 tầng cạnh công viên, gần trường mầm non BM",Giá thỏa thuận,50 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán nhà phân lô La Khê, Văn Khê, Hà Đông, anh hùng thiện chí bán, 50m2, 13.59 tỷ, LH 0941 251 ***","13,59 tỷ",50 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Bán Liền Kề 4 Tầng 1 Tum Tại Thanh Hà Mường Thanh,100m ,Hàng Hiếm Giá Cực Sốc.",Giá thỏa thuận,100 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
Hàng hiếm - Bán căn hộ 3PN - 154m2 full nội thất cao cấp tại Mulbery Lane,Giá thỏa thuận,154 m²,"Mỗ Lao, Hà Đông",26/01/2026,,,,
"Bán nhà dv Mậu Lương, Hà Đông, ô tô tránh, vỉa hè, gara ô tô, view trường học, giá 1x tỷ","12,55 tỷ",55 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Chị quỳnh cần bán nhà Văn Phú, gara ô tô, 5 tầng thang máy, full nt đẹp, giá 10.X tỷ","10,8 tỷ",36 m²,"Phú La, Hà Đông",26/01/2026,,,,
"Bán căn góc 2 ngủ | 74m toà The Pride, giá 5.4 tỷ","5,6 tỷ",74 m²,"La Khê, Hà Đông",26/01/2026,,,,
Thanh khoản ô biệt thự đường 17m view trường khu B2.4 Thanh Hà Cienco5,Giá thỏa thuận,200 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Cần bán căn 2 ngủ, DT 74m2, giá 6.5 tỷ tại Anland LakeView","6,5 tỷ",74 m²,"Dương Nội, Hà Đông",26/01/2026,,,,
"Bán CCMN siêu rộng rẻ, tầng trung căn góc thoáng - Hà Cầu, Hà Trì","1,89 tỷ",55 m²,"Hà Cầu, Hà Đông",26/01/2026,,,,
Chính chủ bán căn góc 2PN 2VS 74m2 Anland LakeView giá hợp lý thị trường LH 0911 460 ***,Giá thỏa thuận,74 m²,"Dương Nội, Hà Đông",,,,,
"Chính chủ bán căn 2PN 2VS chung cư The Vesta 67m2, giá 3.x tỷ full đồ, sổ đỏ chính chủ 0967 506 ***",Giá thỏa thuận,67 m²,"Phú Lãm, Hà Đông",,,,,
"Tôi cần bán gấp lô đất dịch vụ khu Đông Đế, phường Dương Nội, Hà Đông DT 50m2 giá tốt","11,8 tỷ",50 m²,"Dương Nội, Hà Đông",,,,,
"Bán đất khu 16,17,18 đối diện trường ,sát aone , mt rộng ,kinh doanh đỉnh","15,5 tỷ",50 m²,"Dương Nội, Hà Đông",,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
"Cập nhật quỹ căn có đơn giá tốt nhất Geleximco Lê Trọng Tấn, sẵn sổ","16,8 tỷ",75 m²,"Dương Nội, Hà Đông",,,,,
"Chính chủ bán CH: 3PN - 2VS. Dt: 95m2. Giá: 7,4 tỷ. Đc: Samsora Vạn Phúc, Hà Đông. Nội thất đầy đủ","7,4 tỷ",95 m²,"Quang Trung, Hà Đông",,,,,
"Mặt phố Nguyễn Thái Học 30/60m2, 1 tầng ô tô, vỉa hè, kinh doanh sầm uất chỉ 5.45 tỷ","5,45 tỷ",30 m²,"Quang Trung, Hà Đông",,,,,
"Chính chủ gửi bán 50m2, 100m2 mảnh đất đấu giá LK19AB Dương Nội - mặt đường đôi 24m view biệt thự","14,5 tỷ",50 m²,"Dương Nội, Hà Đông",,,,,
"Bán đất dvu khu 20ab dt 50m2 mt 5m gần công viên , khu hành chính phường",Giá thỏa thuận,50 m²,"Dương Nội, Hà Đông",,,,,
"Bán đất đấu giá mặt đường Lê Trọng Tấn, giáp đường Lê Quang Đạo kéo dài, DT 50m2, giá tốt","16,5 tỷ",50 m²,"Dương Nội, Hà Đông",,,,,
Bán căn hộ chung cư góc 76m2 tại khu đô thị Thanh Hà Cienco5,Giá thỏa thuận,76 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Chính chủ bán căn hộ 48m2, 1 phòng ngủ tại khu đô thị Thanh Hà",Giá thỏa thuận,48 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
Chính chủ bán căn hộ 72m2 tại khu đô thị Thanh Hà Cienco 5 khu 6 toà mới,Giá thỏa thuận,72 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
Chính chủ bán căn hộ 70m2 3 phòng ngủ tại Khu đô thị Thanh Hà Cienco 5,Giá thỏa thuận,70 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Tôi cần bán chung cư Ellipse Tower 110 Trần Phú 120m2, 3 phòng ngủ, 2 VS chỉ 5.X tỷ","5,89 tỷ",120 m²,"Mỗ Lao, Hà Đông",26/01/2026,,,,
"Chính chủ bán căn hộ góc 76m2, 2 phòng ngủ tại Khu đô thị Thanh Hà Cienco 5",Giá thỏa thuận,76 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
Chính chủ bán căn góc 80m2 3 phòng ngủ tại Khu đô thị Thị Thanh Hà Cienco5,Giá thỏa thuận,80 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
Chính chủ bán căn hộ 67m2 tầng 6 khu đô thị Thanh Hà Cienco 5,Giá thỏa thuận,67 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Bán nhà Lê Trọng Tấn, 7,5 tỷ, 45m2, 5 tầng, 4PN, 4WC, đẹp, nhiều tiện ích","7,5 tỷ",45 m²,"Dương Nội, Hà Đông",,,,,
"Bán CC Usilk City, giá cực chất 6,2 tỷ, 88m2, 2PN, 2WC, Hà Đông, Hà Nội","6,2 tỷ",88 m²,"La Khê, Hà Đông",26/01/2026,,,,
Chính chủ bán căn hộ góc 80m2 tại Khu đô thị Thanh Hà Cienco5 khu 6 toà mới,"3,15 tỷ",80 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Chính chủ bán căn góc 81m2, 3 phòng ngủ tại khu đô thị Thanh Hà Cienco 5","3,4 tỷ",81 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
Cập nhật quỹ căn hộ đang bán tại chung cư Usilk City mới nhất,"5,7 tỷ",79 m²,"La Khê, Hà Đông",26/01/2026,,,,
"Bán đất dịch vụ khu Đồng Đế dãy độc lập 2 mặt thoáng, giá tốt",Giá thỏa thuận,50 m²,"Dương Nội, Hà Đông",,,,,
"Bán liền kề dịch vụ Văn Phú Hà Đông 50m2, 7 tầng thang máy, full nội thất cao cấp. Giá 21,85 tỷ","21,85 tỷ",·50 m²,"Phú La, Hà Đông",29/01/2026,,,,
"Bán đất phân lô LK28-10 khu dịch vụ 2 Đồng Mai-Hà Đông - sát đường 18,5m - đi vài bước ra KĐT 226ha","7,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
Chính chủ bán căn hộ góc 80m2 tại Khu đô thị Thanh Hà Cienco5,Giá thỏa thuận,80 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
Chính chủ bán căn hộ chung cư 77m2 tại Khu đô thị Thanh Hà Cienco5,Giá thỏa thuận,77 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
Chính chủ bán căn hộ chung cư góc 82m2 tại khu đô thị Thanh Hà Cienco5,Giá thỏa thuận,82 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Sát khu đô thị Văn Phú 35m2, 3 tầng 3 ngủ đầy đủ công năng giá chỉ 5.2 tỷ","5,2 tỷ",35 m²,"Phú La, Hà Đông",,,,,
Chính chủ bán căn hộ chung cư 81m2 tại Khu đô thị Thanh Hà Cienco 5,Giá thỏa thuận,81 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Bán nhà Nguyễn Thái Học 25m2, 6 tầng đẹp, nội thất xịn sò, ô tô 3m, chỉ hơn 5.5 tỷ",Giá thỏa thuận,25 m²,"Quang Trung, Hà Đông",,,,,
"Bán nhà Hà Trì Hà Cầu 38m2, 4 tầng ô tô đỗ cổng chỉ 6.9 tỷ","6,9 tỷ",38 m²,"Hà Cầu, Hà Đông",,,,,
"Trần Phú Thanh Bình, Mỗ lao 32m 5 tầng đẹp về ở ngay chỉ hơn 6.5 tỷ","6,5 tỷ",32 m²,"Kiến Hưng, Hà Đông",,,,,
CỰC SỐC !!! CĂN 2PN 63M2 CHỈ VỚI 4.8 tỷ dự án AN BÌNH HOMELAND - HÀ ĐÔNG .,Giá thỏa thuận,68 m²,"Dương Nội, Hà Đông",,,,,
"Bán nhà Ao Sen 35m2, 5 tầng, phân lô, ô tô, kinh doanh sầm uất chỉ 11 tỷ","11,6 tỷ",35 m²,"Mỗ Lao, Hà Đông",,,,,
"Bán nhà mặt phố Bế Văn Đàn 36m2, 5 tầng phân lô, ô tô vỉa hè, kinh doanh vô địch chỉ 14 tỷ",14 tỷ,36 m²,"Quang Trung, Hà Đông",,,,,
"Chính chủ bán căn 2PN Anland Premium Tố Hữu, DT 67m, sẵn sổ, full nội thất đẹp, giá 5.5 tỷ","5,5 tỷ",67 m²,"La Khê, Hà Đông",,,,,
"Chính chủ bán căn 2PN Anland Lakeview Lê Quang Đạo, DT 75m2, sẵn sổ, full nội thất đẹp, giá 6.2 tỷ","6,2 tỷ",75 m²,"Dương Nội, Hà Đông",,,,,
"Chính chủ bán căn góc 2PN tòa Thiên Niên Kỷ Hà Đông, dt 68m, full nội thất, sẵn sổ, giá 5.9 tỷ","5,9 tỷ",68 m²,"Quang Trung, Hà Đông",,,,,
"Chính chủ bán căn 2PN Thiên Niên Kỷ Hà Đông, DT 62m2, sẵn sổ, full nội thất, có slot, giá 5.3 tỷ","5,3 tỷ",62 m²,"Quang Trung, Hà Đông",,,,,
Trung tâm mỗ lao - 6 tầng thang máy - full nội thất. Giá tốt nhất chỉ 15.5 tỷ,"15,5 tỷ",45 m²,"Mỗ Lao, Hà Đông",,,,,
"Hoa Hậu Lê Lợi Hà Đông,60m2, 5tầng, giá chỉ 12 tỷ. Phân lô ô tô đỗ cửa, phù hợp ở và kinh doanh.",12 tỷ,60 m²,"Hà Cầu, Hà Đông",,,,,
Hiếm - nhà phân lô cán bộ công an Văn Quán - Nguyễn Khuyến. Giá tốt,"15,6 tỷ",58 m²,"Văn Quán, Hà Đông",,,,,
Quỹ căn chuyển nhượng giá tốt Kepler Land Hà Đông (HH01 & HH02),Giá thỏa thuận,46 m²,"Mỗ Lao, Hà Đông",,,,,
Quỹ căn chuyển nhượng giá tốt Kepler Land Hà Đông (HH01 & HH02) giá chỉ từ ~80 triệu/m²,"4,6 tỷ",46 m²,"Mỗ Lao, Hà Đông",,,,,
"Bán liền kề dịch vụ Văn Phú Hà Đông 50m2, 7 tầng thang máy, full nội thất cao cấp. Giá 21,85 tỷ","21,85 tỷ",·50 m²,"Phú La, Hà Đông",29/01/2026,,,,
"Bán đất phân lô LK28-10 khu dịch vụ 2 Đồng Mai-Hà Đông - sát đường 18,5m - đi vài bước ra KĐT 226ha","7,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
,,,,29/01/2026,,,,
"Chính chủ cần bán căn hộ 120m2 (3N-2W) toà HPC Landmark 105 Tố Hữu. sẵn sổ, full nội thất sang xịn",8 tỷ,120 m²,"La Khê, Hà Đông",,,,,
"CHÍNH CHỦ CẦN BÁN CĂN HỘ 75m(2N-2W) TOÀ THE TERRA AN HƯNG. TẦNG TRUNG, SẴN SỔ, FULL NỘI THẤT.","6,4 tỷ",75 m²,"La Khê, Hà Đông",,,,,
"Chính chủ cần bán căn hộ 120m2 (3n-2w) toà HPC Landmark Tố Hữu. tầng trung, sẵn sổ, full nội thất","7,5 tỷ",120 m²,"La Khê, Hà Đông",,,,,
"Chính chủ cần bán căn hộ 75m2 (2PN - 2WC) toà The Terra An Hưng. Sẵn sổ, full nội thất, view hồ","6,2 tỷ",75 m²,"La Khê, Hà Đông",,,,,
"Chính chủ cần bán căn hộ 107m (3n-2w) toà HPC Landmark 105 Tố Hữu. tầng trung, sẵn sổ full nội thất","7,4 tỷ",107 m²,"La Khê, Hà Đông",,,,,
"CHÍNH CHỦ CẦN BÁN CĂN HỘ 75(3N-2W) TOÀ ANLAND LAKE VIEW. TẦNG TRUNG, SẴN SỔ, FULL NỘI THẤT","6,3 tỷ",75 m²,"Dương Nội, Hà Đông",,,,,
Bán căn góc 3PN hướng Nam trục 09 toà HH01 Kepler Mỗ Lao | Chỉ 2.1 tỷ ký HĐMB | Hỗ trợ vay bank 70%,"10,25 tỷ","97,9 m²","Mỗ Lao, Hà Đông",26/01/2026,,,,
"Chính chủ cần bán căn hộ 120m (3n-2w) toà HPC Landmark105 Tố Hữu. Tầng trung, sẵn sổ, full nội thất","7,8 tỷ",120 m²,"La Khê, Hà Đông",,,,,
"CHÍNH CHỦ CẦN BÁN CĂN HỘ 122m (3N-2W) TOÀ TSQ EUROLAND MỖ LAO. SẴN SỔ, FULL NỘI THẤT SANG XỊN MỊN","9,2 tỷ",122 m²,"Mỗ Lao, Hà Đông",,,,,
"Chính chủ cần bán căn hộ 90m2 (3PN - 2WC) toà The Terra An Hưng. Tầng trung, sẵn sổ, full nội thất","7,3 tỷ",90 m²,"La Khê, Hà Đông",,,,,
"Chính chủ cần bán căn hộ 143m2 (4N-2W) toà HPC Landmark105 Tố Hữu. Tầng trung sẵn sổ, full nội thất","9,5 tỷ",143 m²,"La Khê, Hà Đông",,,,,
"Chính chủ bán nhánh căn hộ chung cư Hồ Gươm Plaza, 75m-2n2w. Giá chuẩn 6,2 tỷ. LH 0961 270 ***","6,2 tỷ",76 m²,"Mỗ Lao, Hà Đông",,,,,
LIỀN KỀ VĂN KHÊ 83M2 - 6 TẦNG THANG MÁY - VỈA HÈ RỘNG - KINH DOANH ĐỈNH- Nhỉnh 20tỷ,"20,5 tỷ",83 m²,"La Khê, Hà Đông",,,,,
"Bán nhanh căn hộ 82m2-2pn2vs chỉ 7 tỷ hơn, tầng trung, sẵn sổ tại Cc Seasons Avenue. LH: 0937 904 ***",Giá thỏa thuận,82 m²,"Mỗ Lao, Hà Đông",,,,,
"CHỈ 13.9 TỶ NHÀ 5 TẦNG KHU A DỊCH VỤ YÊN NGHĨA 2 THOÁNG TRƯỚC SAU, Ô CHỜ THANG MÁY.","13,95 tỷ",50 m²,"Yên Nghĩa, Hà Đông",,,,,
"Bán Căn hộ chung cư 2PN, 72m2, giá 5,9 tỷ tại TTTM TSQ, Mỗ Lao, Hà Đông, Hà Nội","5,9 tỷ",72 m²,"Mỗ Lao, Hà Đông",,,,,
Bán suất ngoại giao TT39-49 KĐT Văn Phú - chỉ còn duy nhất 1 suất giá tốt nhất thị trường,19 tỷ,75 m²,"Phú La, Hà Đông",,,,,
"Ơn giời nhà rẻ đây rồi! Chính chủ bán nhanh CH - 70m2, full nội thất, SĐCC tòa 19T Kiến Hưng","3,8 tỷ",70 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán liền kề Thanh Hà trục chính đường 25m khu B, giá chỉ 155tr/m2 kinh doanh sầm uất, đông dân cư","15,5 tỷ",100 m²,"Kiến Hưng, Hà Đông",26/01/2026,,,,
"Ơn giời nhà vừa RẺ vừa Đẹp đây rồi! Chính chủ bán nhanh CH - 68m, full nội thất, SĐCC tòa CT6 Xa La","4,09 tỷ",68 m²,"Phúc La, Hà Đông",,,,,
"Bán liền kề dịch vụ Văn Phú Hà Đông 50m2, 7 tầng thang máy, full nội thất cao cấp. Giá 21,85 tỷ","21,85 tỷ",·50 m²,"Phú La, Hà Đông",29/01/2026,,,,
