title,price,area,location,scraped_date,published_date,description,bedrooms,bathrooms
"Anh tôi cần bán căn hộ Anland LakeView giá 6.2 tỷ, full đồ 74m2, 2PN, 2WC. LH 0368 588 *** em Duy","6,2 tỷ",74 m²,"Dương Nội, Hà Đông",22/02/2026,17/02/2026,,,
"Anh tôi cần bán căn hộ samsora vạn phúc 92 m2 3 ngủ 2 vs sẵn sổ, căn góc vuông giá 7,4 tỷ","7,4 tỷ",92 m²,"Quang Trung, Hà Đông",22/02/2026,17/02/2026,,,
"Em bán nhà xây thô phân lô, ôtô kinh doanh vỉa hè, DT 52m2, 6 tầng, 15.6 ty","15,6 tỷ",52 m²,"Yên Nghĩa, Hà Đông",22/02/2026,,,,
"Bán nhà LK Mỗ Lao hà đông 80m 5T, MT: 5m giá 21 tỷ vỉa hè - ô tô tránh - kinh doanh.",21 tỷ,80 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"Bán nhà Thanh Bình, Mỗ Lao, Hà đông, 30m 3T giá: 7 tỷ ô tô tránh, kd nhỏ, ngõ thông.",7 tỷ,30 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"CẦN BÁN GẤP LÔ GÓC VĂN KHÊ - 110M2 - 5T, MT: 25M, SIÊU KINH DOANH - CẠNH TRƯỜNG HỌC - CHUNG CƯ","28,5 tỷ",110 m²,"La Khê, Hà Đông",22/02/2026,16/02/2026,,,
"Bán CC 2PN 2WC tại Xuân Mai Complex, giá cực chất 4,18 tỷ, 65m2, Hà Đông, HN","4,18 tỷ",65 m²,"Yên Nghĩa, Hà Đông",22/02/2026,16/02/2026,,,
"Bán gấp liền kề Đô Nghĩa 75m2 nhà 2 mặt thoáng, cạnh góc. Giá đầu tư 15 tỷ, sẵn sổ đỏ",15 tỷ,75 m²,"Yên Nghĩa, Hà Đông",22/02/2026,16/02/2026,,,
"Bán liền kề Đô Nghĩa mặt phố Yên Lộ kinh doanh sầm uất, dòng tiền 600 triệu/năm, sẵn sổ đỏ lâu dài",Giá thỏa thuận,75 m²,"Yên Nghĩa, Hà Đông",22/02/2026,16/02/2026,,,
"Bán liền kề Đô Nghĩa 100m2 nhà sẵn sổ đỏ, dãy đẹp. Giá bán loanh quanh 18 tỷ cả nhà và đất","18,2 tỷ",100 m²,"Yên Nghĩa, Hà Đông",22/02/2026,16/02/2026,,,
"Bán gấp biệt thự Đô Nghĩa - Sol Lake Villa 200m2, sẵn sổ đỏ, mặt tiền 10m. Giá tốt nhất khu vực",Giá thỏa thuận,200 m²,"Yên Nghĩa, Hà Đông",22/02/2026,16/02/2026,,,
"Bán gấp biệt thự Đô Nghĩa đối diện công viên Cây Đàn, sổ đỏ lâu dài. Gía đầu tư 27.5 tỷ","27,5 tỷ",170 m²,"Yên Nghĩa, Hà Đông",22/02/2026,16/02/2026,,,
"BÁN NHÀ ĐẸP VĂN QUÁN 46M2 6 TẦNG THANG MÁY, KINH DOANH, GIÁ 14,8 TỶ","14,8 tỷ",46 m²,"Văn Quán, Hà Đông",22/02/2026,16/02/2026,,,
"Cần bán căn hộ 3 phòng ngủ, rẻ nhất chung cư Kepler Land","8,45 tỷ",93 m²,"Mỗ Lao, Hà Đông",22/02/2026,16/02/2026,,,
"Bán đất dịch 2 Đồng Mai 50m2 tại Cổ Bản, Đồng Mai, Hà Đông, giá ưu đãi 172 triệu / m2","8,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",22/02/2026,22/02/2026,,,
"Bán gấp đất Văn Quán ngõ ô tô kinh doanh 92m2, MT 6m giá đầu tư",19 tỷ,·92 m²,"Văn Quán, Hà Đông",22/02/2026,21/02/2026,,,
"Bán biệt thự An Vượng Dương Nội 180m², hướng Đông Nam, cách hồ 30m","38,5 tỷ",180 m²,"Dương Nội, Hà Đông",22/02/2026,16/02/2026,,,
"Bán cắt lỗ biệt thự An Quý Dương Nội 198m², sổ đỏ chính chủ, vị trí đẹp cho gia đình an cư",33 tỷ,198 m²,"Dương Nội, Hà Đông",22/02/2026,16/02/2026,,,
"Chính chủ bán nhà mặt phố chính trung tâm số 113 Phùng Hưng, quận Hà Đông","29,5 tỷ",80 m²,"Phúc La, Hà Đông",22/02/2026,,,,
"Do chuyển công tác bán gấp căn penthouse 400m2 Rainbow, Văn Quán, Hà Đông, giá hợp lý",22 tỷ,400 m²,"Văn Quán, Hà Đông",22/02/2026,16/02/2026,,,
"Bán gấp liền kề KĐT Hoàng Thành Mỗ Lao, DT 130m2, MT 7m, 5 tầng, thang máy, ô tô tránh, giá 54,x tỷ","54,5 tỷ",130 m²,"Mỗ Lao, Hà Đông",22/02/2026,16/02/2026,,,
"Bán gấp lô góc Văn Phú 130m2, mt 30m, 3 mặt đường vị trí siêu hiếm giá nhỉnh 2x tỷ",Giá thỏa thuận,130 m²,"Phú La, Hà Đông",22/02/2026,16/02/2026,,,
"Bán gấp liền kề đô thị Phú Lương, Hà Đông, 90m2 x 5T, MT: 7,2m, kinh doanh, đường 30m, 25 tỷ",Giá thỏa thuận,90 m²,"Phú Lương, Hà Đông",22/02/2026,16/02/2026,,,
"Chính chủ cần bán biệt thự Phú Lương 200m2, mt: 10m, vị trí đắc địa, full nội thất xịn, hơn 30 tỷ",Giá thỏa thuận,200 m²,"Phú Lương, Hà Đông",22/02/2026,16/02/2026,,,
"Bán liền kề The Terra An Hưng 65m2, 7 tầng thang máy kinh doanh đỉnh - đầu tư sinh lời từng ngày","29,5 tỷ",65 m²,"La Khê, Hà Đông",22/02/2026,16/02/2026,,,
"Giá tốt nhất khu Văn Phú Hà Đông, 55m², 7 tầng, thang máy, kinh doanh, full nội thất sịn 16,8 tỷ.","16,8 tỷ",55 m²,"Phú La, Hà Đông",22/02/2026,16/02/2026,,,
Bán nhà 2tầng 28m2 ngay cầu Mộ Lao-Ngô Thì Sỹ trung tâm Hà Đông oto đỗ gần về ở ngay giá chỉ 5.95tỷ,"5,95 tỷ",28 m²,"Mỗ Lao, Hà Đông",22/02/2026,16/02/2026,,,
"Bán nhà Phùng Hưng Văn Quán 34m2 4tầng, ô tô đỗ gần Viện 103 nội thất đầy đủ giá chỉ 6.1tỷ","6,1 tỷ",34 m²,"Văn Quán, Hà Đông",22/02/2026,16/02/2026,,,
Bán nhà Lê Hồng Phong 68m2 3 tầng mặt tiền 6.2m hơn 15 tỷ gần ôtô Nhà Đẹp ở ngay LHCC 0976 052 ***,"15,4 tỷ",68 m²,"Quang Trung, Hà Đông",22/02/2026,,,,
Bán nhà Bế Văn Đàn Hà Đông 48m2 4 tầng mặt tiền 4.8m hơn 12 tỷ ô tô tránh Nhà Đẹp ở Ngay 0976 052 ***,13 tỷ,48 m²,"Quang Trung, Hà Đông",22/02/2026,,,,
Bán nhà Văn Quán 65m2 mặt tiền 4.2m hơn 15 tỷ Cấp 4 Dãn dân KĐT ôtô tránh vỉa hè LHCC 0976 052 ***,"16,5 tỷ",68 m²,"Phúc La, Hà Đông",22/02/2026,,,,
"Mặt Phố Bạch Thái Bưởi, kinh doanh cực tốt, lô góc ,mặt tiền siêu rộng, 135m2, 4 tầng, giá cực tốt",35 tỷ,132 m²,"Phúc La, Hà Đông",22/02/2026,16/02/2026,,,
"CHÍNH CHỦ BÁN GẤP CĂN BIỆT THỰ AN VƯỢNG 189 M2, ĐỂ LẠI TOÀN BỘ NỘI THẤT. LH: 0942 899 ***",Giá thỏa thuận,189 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Đẹp nhất Văn Quán, Lô góc, kinh doanh, thang máy, 80m2, 6 tầng, giá cực tốt",31 tỷ,80 m²,"Phúc La, Hà Đông",22/02/2026,16/02/2026,,,
"Liền Kề Văn Phú, gần công viên, đường kinh doanh, nhà mới, 90m2, 5 tầng, thang máy.",25 tỷ,90 m²,"Phú La, Hà Đông",22/02/2026,16/02/2026,,,
"Bán nhà Phố Lụa, Vạn Phúc, Hà Đông 59m2 ngõ nông rộng oto thông kinh doanh sầm uất 13.9tỷ","13,9 tỷ",59 m²,"Vạn Phúc, Hà Đông",22/02/2026,,,,
"Bán đất dịch 2 Đồng Mai 50m2 tại Cổ Bản, Đồng Mai, Hà Đông, giá ưu đãi 172 triệu / m2","8,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",22/02/2026,22/02/2026,,,
"Bán gấp đất Văn Quán ngõ ô tô kinh doanh 92m2, MT 6m giá đầu tư",19 tỷ,·92 m²,"Văn Quán, Hà Đông",22/02/2026,21/02/2026,,,
Biệt Thự An Quý Villa - Không Gian Sống Xanh Đẳng Cấp Đại Đô Thị Dương Nội,Giá thỏa thuận,198 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
Biệt thự nhà mới ở ngay Tố Hữu 170m2 giá 3x tỷ ngân hàng HT 0% 36 tháng,Giá thỏa thuận,170 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Bán căn 3PN - giá 6,6 tỷ; suất ngoại giao chung cư An Bình Geleximco - Lê Trọng Tấn Hà Đông","6,6 tỷ",93 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Bán nhà mặt phố kinh doanh Ngô Thì Nhậm, Ngô Gia Tự 4 tầng thiết kế cực đẹp 46m², giá chỉ 10.9tỷ","10,9 tỷ",46 m²,"Vạn Phúc, Hà Đông",22/02/2026,16/02/2026,,,
Bán lô góc mặt ngõ ô tô vào thoải mái ngay Ngô Thì Nhậm - Ngô Quyền Hà Đông 42m² chỉ 8.6tỷ,"8,6 tỷ",42 m²,"Vạn Phúc, Hà Đông",22/02/2026,16/02/2026,,,
"Quỹ 20 căn giá từ 70tr/m2 (đã gồm VAT) ký trực tiếp CĐT, 2 tầng hầm cạnh Eaon Hà Đông, giá đầu tư.",Giá thỏa thuận,65 m²,"Dương Nội, Hà Đông",22/02/2026,16/02/2026,,,
"Bán biệt thự sân vườn, hầm để xe. Đường Tố Hữu,An Khang, Dương Nội, Hà Đông. 183m2, 5 tầng. 48.6 tỷ","48,6 tỷ",183 m²,"La Khê, Hà Đông",22/02/2026,16/02/2026,,,
"CHÍNH CHỦ GIẢM CHÀO 200 TRIỆU BÁN NHÀ VĂN KHÊ 83M2, MT 5M KINH DOANH, GIÁ 19.8 TỶ","19,8 tỷ",83 m²,"La Khê, Hà Đông",22/02/2026,15/02/2026,,,
"Nhà đẹp đón tết phun nội thất 103m2 chung cư The_Pride Tố Hữu, Hà Đông, Hà Nội",Giá thỏa thuận,103 m²,"La Khê, Hà Đông",22/02/2026,,,,
"Liền kề Văn Phú (Thô), trục thông kinh doanh nhỏ, văn phòng, view khu Biệt Thự Vip, 90m2 giá đầu tư","21,5 tỷ",90 m²,"Phú La, Hà Đông",22/02/2026,15/02/2026,,,
"Liền kề Văn Phú, trục kinh doanh, gần công viên, gần phố Tống Tất Thắng, giá cực tốt","20,5 tỷ",77 m²,"Phú La, Hà Đông",22/02/2026,15/02/2026,,,
"Liền kề Văn Phú, view vườn hoa, mặt đứng đẹp, nội thất gỗ xịn, 90m2, 5 tầng, giá tốt",25 tỷ,90 m²,"Phú La, Hà Đông",22/02/2026,15/02/2026,,,
"Liền kề Văn Phú, trục chính kinh doanh 24m, gần công viên, thang máy, giá rẻ nhất khu","23,5 tỷ",102 m²,"Kiến Hưng, Hà Đông",22/02/2026,15/02/2026,,,
"Liền kề Văn phú, tháp đồng hồ, nội thất gỗ nguyên tấm, 90m2, 4 tầng hơn 24 tỷ","24,5 tỷ",90 m²,"Kiến Hưng, Hà Đông",22/02/2026,15/02/2026,,,
"Liền Kề Văn Phú, gần công viên, nội thất đẹp, 5 tầng, 77m2, giá cực tốt","18,5 tỷ",77 m²,"Kiến Hưng, Hà Đông",22/02/2026,15/02/2026,,,
Bán biệt thự Nam Cường ngay Hồ Thiên Văn Học - Lê Quang Đạo - Aeon Hà Đông 200m2 4T giá chỉ 36tỷ,36 tỷ,200 m²,"Vạn Phúc, Hà Đông",22/02/2026,15/02/2026,,,
Bán nhà ngay Bưu Điện Trung Tâm Hà Đông-Cầu Am 20m2 5tầng full nội thất Oto đỗ gần,"5,35 tỷ",20 m²,"Quang Trung, Hà Đông",22/02/2026,15/02/2026,,,
BÁN NHÀ VẠN PHÚC HÀ ĐÔNG - 30Mx5TẦNG - KINH DOANH ONLINE - Ô TÔ ĐỖ GẦN,8 tỷ,30 m²,"Vạn Phúc, Hà Đông",22/02/2026,,,,
"(Tầng đẹp căn góc)Bán CC 3PN, 121m2 tại TTTM TSQ, 8.7 tỷ, Q. Hà Đông, sẵn sổ, full nội thất","8,7 tỷ",121 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"Căn hộ CC 3PN, 3WC, 120m2 gia 8.3 tỷ tai GoldSilk Complex, Vạn Phúc, Hà Đông","8,3 tỷ",121 m²,"Vạn Phúc, Hà Đông",22/02/2026,,,,
"Bán đất dịch 2 Đồng Mai 50m2 tại Cổ Bản, Đồng Mai, Hà Đông, giá ưu đãi 172 triệu / m2","8,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",22/02/2026,22/02/2026,,,
"Bán gấp đất Văn Quán ngõ ô tô kinh doanh 92m2, MT 6m giá đầu tư",19 tỷ,·92 m²,"Văn Quán, Hà Đông",22/02/2026,21/02/2026,,,
"Bán CC đẹp tại CT6 Văn Khê, 6,2 tỷ, 105m2, full nội thất, nhiều tiện ích","6,8 tỷ",105 m²,"La Khê, Hà Đông",22/02/2026,,,,
"(Bán gấp) CC 2PN, 2WC tại The Terra An Hưng, 6,3 tỷ, 78m2, La Khê, Hà Đông, HN, sẵn sổ, full NT","6,3 tỷ",78 m²,"La Khê, Hà Đông",22/02/2026,,,,
"Bán CC Xuân Mai Riverside, 6 tỷ, 82m2, 3PN, 2WC, nhà đẹp ở ngay, sẵn sổ , full nt","6,5 tỷ",82 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"(Hiếm)Bán CC Mulberry Lane, 7,6 tỷ, 107m2, 3PN, 2WC, nội thất full, Hà Đông, sẵn sổ, đầy đủ nt",8 tỷ,107 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"Bán CC 2PN, 2WC tại Samsora Premier, 4.9 tỷ, 60m2, full nội thất","5,2 tỷ",60 m²,"Quang Trung, Hà Đông",22/02/2026,,,,
"Bưu Điện Hà Đông - thang máy - kinh doanh - oto vào nhà - 2 thoáng trước,sau - pháp lý cc.","12,78 tỷ",42 m²,"Vạn Phúc, Hà Đông",22/02/2026,,,,
"Bán CC 2PN, 2WC, 91m2 giá tốt view đẹp tại Mulberry Lane, Hà Đông, HN","6,8 tỷ",91 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"Bà Triệu phố cổ Hà Đông - ô tô tránh, ô tô vào nhà - kinh doanh - pháp lý CC. DT 51m2; tặng nhà","13,48 tỷ",51 m²,"Quang Trung, Hà Đông",22/02/2026,,,,
"Bán nhà Quang Trung, Hà Đông, phân lô, ô tô vào nhà, nhà đẹp, 45m2, 5 tầng thang máy giá 11.5 tỷ","11,5 tỷ",45 m²,"Quang Trung, Hà Đông",22/02/2026,,,,
"Cần bán gấp lô đất dịch khu LK 20A, 20B Dương Nội Hà Đông DT 50m2 MT 4m giá tốt",Giá thỏa thuận,50 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
Bán nhà 61m2x3 tầng đối diện trường đại học kinh doanh đỉnh,"13,6 tỷ",61 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Bán 200m2 đất mặt phố Lê Trọng Tấn. Vị trí VIP. Duy nhất, giá cũng tốt nhất",Giá thỏa thuận,200 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Bán đất dv khu lk16, 17, 18 Dương Nội - Hà Đông. Dt 50m2 2 mặt tiền giá tốt",Giá thỏa thuận,50 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Chủ cần tiền muốn bán nhanh biệt thự mặt đường An Phú, kinh doanh đỉnh",86 tỷ,200 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Bán nhà liền kề An Hưng 82m2, mặt tiền 5m giá 22.5 tỷ","22,5 tỷ",82 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Bán gấp 100 m2 đất dịch vụ ,Đồng Đế - Dương Nội- Hà Đông , Hà Nội",Giá thỏa thuận,100 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Bán nhà đấu giá Man Bồi Gốc Găng ô tô tránh nhau, gần ga tàu điện Hà Đông, sổ đỏ chính chủ",Giá thỏa thuận,55 m²,"Phú Lãm, Hà Đông",22/02/2026,15/02/2026,,,
Cần bán gấp căn biệt thự An Phú Shop Villa. Mặt đường 27m. LH 0983 983 ***,50 tỷ,"202,5 m²","Dương Nội, Hà Đông",22/02/2026,,,,
DUY NHẤT 1 CĂN THE TERRA AN HƯNG 95M 7T THANG MÁY TRỤC TỐ HỮU SIÊU KINH DOANH GIÁ TỐT,46 tỷ,96 m²,"La Khê, Hà Đông",22/02/2026,15/02/2026,,,
"Dòng tiền 600tr/năm - bán gấp nhà mặt chợ Văn La - Văn Phú 90m2, MT: 6m, siêu kinh doanh 3x tỷ",Giá thỏa thuận,90 m²,"Phú La, Hà Đông",22/02/2026,15/02/2026,,,
"Bán đất dịch 2 Đồng Mai 50m2 tại Cổ Bản, Đồng Mai, Hà Đông, giá ưu đãi 172 triệu / m2","8,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",22/02/2026,22/02/2026,,,
"Bán gấp đất Văn Quán ngõ ô tô kinh doanh 92m2, MT 6m giá đầu tư",19 tỷ,·92 m²,"Văn Quán, Hà Đông",22/02/2026,21/02/2026,,,
"Bán biệt thự đơn lập KĐT Văn Khê 450m2, lô góc, kinh doanh, nội thất gỗ tự nhiên tinh Xảo",68 tỷ,450 m²,"La Khê, Hà Đông",22/02/2026,,,,
Bán biệt thự An Quý Villa. Diện tích 198m2. Đường trước nhà rộng 23m. Lh 0983 983 ***,Giá thỏa thuận,198 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Bán căn 2N+1 ( sửa thành 3 ngủ đẹp) Grand sunlake view toàn thành phố tầng 10. Giá 5,7 tỷ","5,63 tỷ","91,6 m²","Văn Quán, Hà Đông",22/02/2026,,,,
"Bán nhà đẹp 4 tầng, 40m2 xây mới - khu trung tâm Ngô Thì Nhậm, Hà Đông. Ô tô đỗ cửa","6,28 tỷ",40 m²,"Hà Cầu, Hà Đông",22/02/2026,,,,
"Bán nhà Mặt Phố Nguyễn Văn Trỗi - Hà Đông 40m, 3 tầng, kinh doanh, giá nhỉnh 10 tỷ.",10 tỷ,40 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"Bán nhà Mặt Phố Nguyễn Văn Trỗi - Hà Đông 35m, 5 tầng, kinh doanh, giá nhỉnh 11 tỷ.",11 tỷ,35 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"Bán nhà Mặt Phố Nguyễn Văn Trỗi - Hà Đông 70m, 7 tầng, thang máy kinh doanh, giá nhỉnh 30 tỷ.",30 tỷ,70 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"BÁN GẤP BIỆT THỰ VĂN KHÊ, 170M23T THANG MÁY, MT 10M, 41 TỶ - LH 0987 104 ***",41 tỷ,170 m²,"La Khê, Hà Đông",22/02/2026,15/02/2026,,,
"CHUYÊN tư vấn chuyển nhượng Kepler Hà Đông, quỹ căn đa dạng, giá TỐT nhất thị trường.","4,6 tỷ",46 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"Em có căn kepler 2PN chính chủ giá chỉ hơn 6 tỷ tại Tháp đôi Kepler Land, Mỗ Lao, Q. Hà Đông","6,69 tỷ",62 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
"Bán BT lô góc đẹp nhất dự án, vị trí vừa ở vừa kinh doanh hoặc cho thuê. LH 0983 983 ***",Giá thỏa thuận,383 m²,"La Khê, Hà Đông",22/02/2026,,,,
Cần bán lô góc hướng Đông Nam. Gần công viên. LH 0983 983 ***,41 tỷ,200 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
Chính chủ bán căn 3 phòng ngủ view mát mẻ 98 m2 tại Kepler Tower Mỗ Lao 9.8 tỷ LH 0963 689 ***,"9,8 tỷ",98 m²,"Mỗ Lao, Hà Đông",22/02/2026,15/02/2026,,,
Bán Gấp Biệt thự lô ngay gần góc rất thoáng và đẹp Sổ đỏ sẵn nhỉnh 38 tỷ LH: 0963 689 ***,"38,5 tỷ",180 m²,"Dương Nội, Hà Đông",22/02/2026,15/02/2026,,,
Nhà Đồng Mai - Yên nghĩa 3 tầng 38m thoáng trước sau đường trước nhà ba gác đỗ cửa nhỉnh 4 tỷ,"4,2 tỷ",38 m²,"Đồng Mai, Hà Đông",22/02/2026,15/02/2026,,,
Sở Hữu Căn Hộ Cao Cấp An Bình Homeland- Suất Nội Bộ Vũ Võ giá siêu tốt nhỉnh 70tr/m2,"5,48 tỷ",75 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
Biệt thự. Lô góc đẹp. Phố Nguyễn Thanh Bình - KĐT Simco Sông Đà. Mặt đường đôi. 4 ôtô tránh. MT 28m,"45,5 tỷ",200 m²,"Vạn Phúc, Hà Đông",22/02/2026,15/02/2026,,,
LIỀN KỀ ĐẸP. HOA HẬU LÔ GÓC. PHỐ CHIẾN THẮNG - KĐT VĂN QUÁN - HÀ ĐÔNG. View Vườn Hoa. Tổng MT 18m,"23,9 tỷ",90 m²,"Phúc La, Hà Đông",22/02/2026,15/02/2026,,,
Biệt thự KĐT Him Lam - Vạn Phúc. Lô góc. Cán bộ. Mặt đường đôi. Rộng 4 ôtô tránh. Không QH. MT 28m,"45,5 tỷ",200 m²,"Vạn Phúc, Hà Đông",22/02/2026,15/02/2026,,,
"BIỆT THỰ ĐẲNG CẤP. KĐT XA LA - HÀ ĐÔNG. SỔ ĐỎ VUÔNG ĐẸP. GẦN VÀNH ĐAI 3,5. 250m2x 4T. 1 HẦM. MT 12m",48 tỷ,250 m²,"Phúc La, Hà Đông",22/02/2026,15/02/2026,,,
"Bán đất dịch 2 Đồng Mai 50m2 tại Cổ Bản, Đồng Mai, Hà Đông, giá ưu đãi 172 triệu / m2","8,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",22/02/2026,22/02/2026,,,
"Bán gấp đất Văn Quán ngõ ô tô kinh doanh 92m2, MT 6m giá đầu tư",19 tỷ,·92 m²,"Văn Quán, Hà Đông",22/02/2026,21/02/2026,,,
"Quá sốc bán lỗ 170m2 Đông Nam rẻ nhất dự án 30 tỷ (Đã tt 30%) - Rẻ hơn tt 15%, mua được là thắng",30 tỷ,170 m²,"Dương Nội, Hà Đông",22/02/2026,15/02/2026,,,
"MẶT TIỀN KHỦNG 14m- NHÀ SÂN VƯỜN 197m | 27,5 TỶ | 6PN | Ko gian sống thực sự giá trị ngay Dương Nội","27,5 tỷ",197 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Gia đình cần bán biệt thự An Quý Villa, 39 tỷ VND, 200m2 ngay mặt đường lê Quang Đạo",39 tỷ,200 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Chính chủ Bán biệt thự An Vượng Villa, 35 tỷ VND, 180m2 view hồ Thiên Văn Học",35 tỷ,180 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Chính chủ bán căn hộ The Charm An Hưng, 7,9 tỷ, 91 m2, view đẹp, mát, giá rẻ nhất dự án","7,9 tỷ",91 m²,"La Khê, Hà Đông",22/02/2026,,,,
"La Biệt thự đơn lập BT6, Xa La, Hà Đông. 226m2, 4 tầng, 1 hầm, nội thất sang trọng. 56 tỷ.",56 tỷ,226 m²,"Phúc La, Hà Đông",22/02/2026,15/02/2026,,,
"CHÍNH CHỦ BÁN NHÀ ĐẸP DƯƠNG NỘI - 50M2 KINH DOANH GẦN AEON MALL , GIÁ HỢP LÝ ĐÂÙ TƯ 15,8 TỶ","15,8 tỷ",50 m²,"Dương Nội, Hà Đông",22/02/2026,14/02/2026,,,
Căn góc 3 ngủ 2wc 80.38m2 tim tường full nội thất mới giá 4tyxx,"4,6 tỷ","80,38 m²","Kiến Hưng, Hà Đông",22/02/2026,14/02/2026,,,
"Nhà đẹp Quang Trung lô góc, gara ô tô thiết kế thang máy xu hướng tương lai DT50m2, giá hơn 12 tỷ","12,4 tỷ",50 m²,"La Khê, Hà Đông",22/02/2026,14/02/2026,,,
Bán gấp nhà Vạn Phúc hà đông chỉ nhỉnh 8 tỷ DT46m2 lô góc gần phố tặng full nội thất,"8,9 tỷ",46 m²,"Vạn Phúc, Hà Đông",22/02/2026,14/02/2026,,,
"Chỉ hơn 8 tỷ có nhà Văn Quán, Hà Đông 5 tầng 5 ngủ, 5 nhà ra phố ô tô tránh đỗ DT 38m2","8,3 tỷ",38 m²,"Văn Quán, Hà Đông",22/02/2026,14/02/2026,,,
Bán căn góc mặt ngõ Kinh doanh ngay sát Văn Quán-Tô Hiệu Hà Đông 38m² 5 tầng thang máy oto tránh,12 tỷ,38 m²,"Văn Quán, Hà Đông",22/02/2026,14/02/2026,,,
Bán nhà khu Ao Sen Mỗ Lao Kinh Doanh sầm uất ngày đêm Oto tránh-Full nội thất xịn xò 56m2 5tầng,18 tỷ,56 m²,"Mỗ Lao, Hà Đông",22/02/2026,14/02/2026,,,
"BÁN CĂN 3 PN, 2wc. S= 115m. Dự án chung cư USILK - KĐT Văn Khê, La khê, Hà Đông",Giá thỏa thuận,115 m²,"La Khê, Hà Đông",22/02/2026,14/02/2026,,,
"Bán biệt thự Y01 - 10 An Phú Shop Villas mặt đường 27m, kinh doanh sầm uất. Sổ đỏ chính chủ",50 tỷ,198 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
Bán căn góc đơn lập biệt thự Le Jardin-Park City. Vườn cây quanh nhà. Đẳng cấp thế giới. 0914 102 ***,58 tỷ,360 m²,"La Khê, Hà Đông",22/02/2026,,,,
Do nhu cầu thay đổi chỗ ở. G.đình tôi cần bán biệt thự 16B-3 KĐT Làng Việt Kiều Châu Âu 0985 242 ***,Giá thỏa thuận,158 m²,"Mỗ Lao, Hà Đông",22/02/2026,,,,
Bán căn góc đơn lập 4 mặt thoáng biệt thự C28-10 đẹp nhất KĐT Geleximco. Siêu hiếm. 0985 242 ***,41 tỷ,445 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Bán căn góc biệt thự BT03-11 KĐT Văn Khê. Kinh doanh quá đẹp, hàng hiếm. 0985 242 ***",39 tỷ,191 m²,"La Khê, Hà Đông",22/02/2026,,,,
"Bán biệt thự An Hưng, vị trí đẹp view hồ, lô góc 2 mặt thoáng, sang tên sổ đỏ. hotline 0914 102 ***",41 tỷ,240 m²,"La Khê, Hà Đông",22/02/2026,,,,
"Bán đất dịch 2 Đồng Mai 50m2 tại Cổ Bản, Đồng Mai, Hà Đông, giá ưu đãi 172 triệu / m2","8,6 tỷ",·50 m²,"Đồng Mai, Hà Đông",22/02/2026,22/02/2026,,,
"Bán gấp đất Văn Quán ngõ ô tô kinh doanh 92m2, MT 6m giá đầu tư",19 tỷ,·92 m²,"Văn Quán, Hà Đông",22/02/2026,21/02/2026,,,
"Bán căn góc biệt thự ngay cạnh hồ công viên 18ha - Nam Cường, cạnh siêu thị Aeon. 35 tỷ. 0914 102 ***",35 tỷ,180 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
"Hot. Suất ngoại giao biệt thự An Quý Villas, Nam Cường. Gần Aeon Nhật Bản 33,5 tỷ sổ đỏ. 0914 102 ***","33,5 tỷ",180 m²,"Dương Nội, Hà Đông",22/02/2026,,,,
Gia đình tôi cần bán biệt thự 300m2 căn góc M07-08 An Khang Villa Nam Cường. Gần hồ công viên 12ha,51 tỷ,300 m²,"La Khê, Hà Đông",22/02/2026,,,,
